"playerID","awardID","yearID","lgID","tie","notes"
"vaughar01","Baseball Magazine All-Star",1934,"ML",NA,"SS"
"terrybi01","Baseball Magazine All-Star",1934,"NL",NA,"1B"
"friscfr01","Baseball Magazine All-Star",1934,"NL",NA,"2B"
"traynpi01","Baseball Magazine All-Star",1934,"NL",NA,"3B"
"hartnga01","Baseball Magazine All-Star",1934,"NL",NA,"C"
"ottme01","Baseball Magazine All-Star",1934,"NL",NA,"CF"
"moorejo02","Baseball Magazine All-Star",1934,"NL",NA,"LF"
"deandi01","Baseball Magazine All-Star",1934,"NL",NA,"P1"
"hubbeca01","Baseball Magazine All-Star",1934,"NL",NA,"P2"
"warnelo01","Baseball Magazine All-Star",1934,"NL",NA,"P3"
"schumha02","Baseball Magazine All-Star",1934,"NL",NA,"P4"
"wanerpa01","Baseball Magazine All-Star",1934,"NL",NA,"RF"
"vaughar01","Baseball Magazine All-Star",1934,"NL",NA,"SS"
"cochrmi01","Most Valuable Player",1934,"AL",NA,NA
"deandi01","Most Valuable Player",1934,"NL",NA,NA
"gomezle01","Pitching Triple Crown",1934,"AL",NA,NA
"gehrilo01","Triple Crown",1934,"AL",NA,NA
"gehrilo01","TSN All-Star",1934,"ML",NA,"1B"
"gehrich01","TSN All-Star",1934,"ML",NA,"2B"
"higgipi01","TSN All-Star",1934,"ML",NA,"3B"
"cochrmi01","TSN All-Star",1934,"ML",NA,"C"
"averiea01","TSN All-Star",1934,"ML",NA,"OF"
"ottme01","TSN All-Star",1934,"ML",NA,"OF"
"simmoal01","TSN All-Star",1934,"ML",NA,"OF"
"deandi01","TSN All-Star",1934,"ML",NA,"P"
"gomezle01","TSN All-Star",1934,"ML",NA,"P"
"rowesc01","TSN All-Star",1934,"ML",NA,"P"
"cronijo01","TSN All-Star",1934,"ML",NA,"SS"
"gehrilo01","TSN Guide MVP",1934,"AL",NA,NA
"deandi01","TSN Guide MVP",1934,"NL",NA,NA
"greenha01","Baseball Magazine All-Star",1935,"AL",NA,"1B"
"gehrich01","Baseball Magazine All-Star",1935,"AL",NA,"2B"
"higgipi01","Baseball Magazine All-Star",1935,"AL",NA,"3B"
"cochrmi01","Baseball Magazine All-Star",1935,"AL",NA,"C"
"cramedo01","Baseball Magazine All-Star",1935,"AL",NA,"CF"
"vosmijo01","Baseball Magazine All-Star",1935,"AL",NA,"LF"
"bridgto01","Baseball Magazine All-Star",1935,"AL",NA,"P1"
"ferrewe01","Baseball Magazine All-Star",1935,"AL",NA,"P2"
"hardeme01","Baseball Magazine All-Star",1935,"AL",NA,"P3"
"grovele01","Baseball Magazine All-Star",1935,"AL",NA,"P4"
"foxpe01","Baseball Magazine All-Star",1935,"AL",NA,"RF"
"cronijo01","Baseball Magazine All-Star",1935,"AL",NA,"SS"
"greenha01","Baseball Magazine All-Star",1935,"ML",NA,"1B"
"gehrich01","Baseball Magazine All-Star",1935,"ML",NA,"2B"
"martipe01","Baseball Magazine All-Star",1935,"ML",NA,"3B"
"cochrmi01","Baseball Magazine All-Star",1935,"ML",NA,"C"
"bergewa01","Baseball Magazine All-Star",1935,"ML",NA,"CF"
"medwijo01","Baseball Magazine All-Star",1935,"ML",NA,"LF"
"deandi01","Baseball Magazine All-Star",1935,"ML",NA,"P1"
"ferrewe01","Baseball Magazine All-Star",1935,"ML",NA,"P2"
"hubbeca01","Baseball Magazine All-Star",1935,"ML",NA,"P3"
"bridgto01","Baseball Magazine All-Star",1935,"ML",NA,"P4"
"ottme01","Baseball Magazine All-Star",1935,"ML",NA,"RF"
"vaughar01","Baseball Magazine All-Star",1935,"ML",NA,"SS"
"terrybi01","Baseball Magazine All-Star",1935,"NL",NA,"1B"
"hermabi01","Baseball Magazine All-Star",1935,"NL",NA,"2B"
"martipe01","Baseball Magazine All-Star",1935,"NL",NA,"3B"
"hartnga01","Baseball Magazine All-Star",1935,"NL",NA,"C"
"bergewa01","Baseball Magazine All-Star",1935,"NL",NA,"CF"
"medwijo01","Baseball Magazine All-Star",1935,"NL",NA,"LF"
"deandi01","Baseball Magazine All-Star",1935,"NL",NA,"P1"
"hubbeca01","Baseball Magazine All-Star",1935,"NL",NA,"P2"
"warnelo01","Baseball Magazine All-Star",1935,"NL",NA,"P3"
"derripa01","Baseball Magazine All-Star",1935,"NL",NA,"P4"
"ottme01","Baseball Magazine All-Star",1935,"NL",NA,"RF"
"vaughar01","Baseball Magazine All-Star",1935,"NL",NA,"SS"
"greenha01","Most Valuable Player",1935,"AL",NA,NA
"hartnga01","Most Valuable Player",1935,"NL",NA,NA
"greenha01","TSN All-Star",1935,"ML",NA,"1B"
"gehrich01","TSN All-Star",1935,"ML",NA,"2B"
"martipe01","TSN All-Star",1935,"ML",NA,"3B"
"cochrmi01","TSN All-Star",1935,"ML",NA,"C"
"cramedo01","TSN All-Star",1935,"ML",NA,"OF"
"medwijo01","TSN All-Star",1935,"ML",NA,"OF"
"ottme01","TSN All-Star",1935,"ML",NA,"OF"
"deandi01","TSN All-Star",1935,"ML",NA,"P"
"hubbeca01","TSN All-Star",1935,"ML",NA,"P"
"vaughar01","TSN All-Star",1935,"ML",NA,"SS"
"greenha01","TSN Guide MVP",1935,"AL",NA,NA
"vaughar01","TSN Guide MVP",1935,"NL",NA,NA
"gehrilo01","Baseball Magazine All-Star",1936,"AL",NA,"1B"
"gehrich01","Baseball Magazine All-Star",1936,"AL",NA,"2B"
"owenma01","Baseball Magazine All-Star",1936,"AL",NA,"3B"
"dickebi01","Baseball Magazine All-Star",1936,"AL",NA,"C"
"averiea01","Baseball Magazine All-Star",1936,"AL",NA,"CF"
"dimagjo01","Baseball Magazine All-Star",1936,"AL",NA,"LF"
"bridgto01","Baseball Magazine All-Star",1936,"AL",NA,"P1"
"kenneve01","Baseball Magazine All-Star",1936,"AL",NA,"P2"
"ferrewe01","Baseball Magazine All-Star",1936,"AL",NA,"P3"
"allenjo02","Baseball Magazine All-Star",1936,"AL",NA,"P4"
"moseswa01","Baseball Magazine All-Star",1936,"AL",NA,"RF"
"applilu01","Baseball Magazine All-Star",1936,"AL",NA,"SS"
"gehrilo01","Baseball Magazine All-Star",1936,"ML",NA,"1B"
"gehrich01","Baseball Magazine All-Star",1936,"ML",NA,"2B"
"hackst01","Baseball Magazine All-Star",1936,"ML",NA,"3B"
"dickebi01","Baseball Magazine All-Star",1936,"ML",NA,"C"
"averiea01","Baseball Magazine All-Star",1936,"ML",NA,"CF"
"dimagjo01","Baseball Magazine All-Star",1936,"ML",NA,"LF"
"hubbeca01","Baseball Magazine All-Star",1936,"ML",NA,"P1"
"deandi01","Baseball Magazine All-Star",1936,"ML",NA,"P2"
"bridgto01","Baseball Magazine All-Star",1936,"ML",NA,"P3"
"kenneve01","Baseball Magazine All-Star",1936,"ML",NA,"P4"
"wanerpa01","Baseball Magazine All-Star",1936,"ML",NA,"RF"
"applilu01","Baseball Magazine All-Star",1936,"ML",NA,"SS"
"suhrgu01","Baseball Magazine All-Star",1936,"NL",NA,"1B"
"hermabi01","Baseball Magazine All-Star",1936,"NL",NA,"2B"
"hackst01","Baseball Magazine All-Star",1936,"NL",NA,"3B"
"hartnga01","Baseball Magazine All-Star",1936,"NL",NA,"C"
"cuyleki01","Baseball Magazine All-Star",1936,"NL",NA,"CF"
"aaronha01","TSN Player of the Year",1963,"NL",NA,NA
"koufasa01","World Series MVP",1963,"ML",NA,NA
"callijo01","All-Star Game MVP",1964,"ML",NA,NA
"gibsobo01","Babe Ruth Award",1964,"NL",NA,"P"
"chancde01","Cy Young Award",1964,"ML",NA,NA
"powervi01","Gold Glove",1964,"AL",NA,"1B"
"richabo01","Gold Glove",1964,"AL",NA,"2B"
"robinbr01","Gold Glove",1964,"AL",NA,"3B"
"howarel01","Gold Glove",1964,"AL",NA,"C"
"davalvi01","Gold Glove",1964,"AL",NA,"OF"
"kalinal01","Gold Glove",1964,"AL",NA,"OF"
"landiji01","Gold Glove",1964,"AL",NA,"OF"
"kaatji01","Gold Glove",1964,"AL",NA,"P"
"aparilu01","Gold Glove",1964,"AL",NA,"SS"
"whitebi03","Gold Glove",1964,"NL",NA,"1B"
"mazerbi01","Gold Glove",1964,"NL",NA,"2B"
"santoro01","Gold Glove",1964,"NL",NA,"3B"
"edwarjo01","Gold Glove",1964,"NL",NA,"C"
"clemero01","Gold Glove",1964,"NL",NA,"OF"
"floodcu01","Gold Glove",1964,"NL",NA,"OF"
"mayswi01","Gold Glove",1964,"NL",NA,"OF"
"shantbo01","Gold Glove",1964,"NL",NA,"P"
"amaroru01","Gold Glove",1964,"NL",NA,"SS"
"boyerke01","Lou Gehrig Memorial Award",1964,"ML",NA,NA
"robinbr01","Most Valuable Player",1964,"AL",NA,NA
"boyerke01","Most Valuable Player",1964,"NL",NA,NA
"olivato01","Rookie of the Year",1964,"AL",NA,NA
"allendi01","Rookie of the Year",1964,"NL",NA,NA
"stuardi01","TSN All-Star",1964,"AL",NA,"1B"
"richabo01","TSN All-Star",1964,"AL",NA,"2B"
"robinbr01","TSN All-Star",1964,"AL",NA,"3B"
"howarel01","TSN All-Star",1964,"AL",NA,"C"
"killeha01","TSN All-Star",1964,"AL",NA,"OF"
"mantlmi01","TSN All-Star",1964,"AL",NA,"OF"
"olivato01","TSN All-Star",1964,"AL",NA,"OF"
"chancde01","TSN All-Star",1964,"AL",NA,"P"
"peterga01","TSN All-Star",1964,"AL",NA,"P"
"fregoji01","TSN All-Star",1964,"AL",NA,"SS"
"whitebi03","TSN All-Star",1964,"NL",NA,"1B"
"huntro01","TSN All-Star",1964,"NL",NA,"2B"
"boyerke01","TSN All-Star",1964,"NL",NA,"3B"
"torrejo01","TSN All-Star",1964,"NL",NA,"C"
"clemero01","TSN All-Star",1964,"NL",NA,"OF"
"mayswi01","TSN All-Star",1964,"NL",NA,"OF"
"willibi01","TSN All-Star",1964,"NL",NA,"OF"
"bunniji01","TSN All-Star",1964,"NL",NA,"P"
"koufasa01","TSN All-Star",1964,"NL",NA,"P"
"groatdi01","TSN All-Star",1964,"NL",NA,"SS"
"radatdi01","TSN Fireman of the Year",1964,"AL",NA,NA
"mcbeaal01","TSN Fireman of the Year",1964,"NL",NA,NA
"boyerke01","TSN Major League Player of the Year",1964,"ML",NA,NA
"chancde01","TSN Pitcher of the Year",1964,"AL",NA,NA
"koufasa01","TSN Pitcher of the Year",1964,"NL",NA,NA
"robinbr01","TSN Player of the Year",1964,"AL",NA,NA
"boyerke01","TSN Player of the Year",1964,"NL",NA,NA
"gibsobo01","World Series MVP",1964,"ML",NA,NA
"maricju01","All-Star Game MVP",1965,"ML",NA,NA
"koufasa01","Babe Ruth Award",1965,"NL",NA,"P"
"koufasa01","Cy Young Award",1965,"ML",NA,NA
"pepitjo01","Gold Glove",1965,"AL",NA,"1B"
"richabo01","Gold Glove",1965,"AL",NA,"2B"
"robinbr01","Gold Glove",1965,"AL",NA,"3B"
"freehbi01","Gold Glove",1965,"AL",NA,"C"
"kalinal01","Gold Glove",1965,"AL",NA,"OF"
"treshto01","Gold Glove",1965,"AL",NA,"OF"
"yastrca01","Gold Glove",1965,"AL",NA,"OF"
"kaatji01","Gold Glove",1965,"AL",NA,"P"
"versazo01","Gold Glove",1965,"AL",NA,"SS"
"whitebi03","Gold Glove",1965,"NL",NA,"1B"
"mazerbi01","Gold Glove",1965,"NL",NA,"2B"
"santoro01","Gold Glove",1965,"NL",NA,"3B"
"torrejo01","Gold Glove",1965,"NL",NA,"C"
"clemero01","Gold Glove",1965,"NL",NA,"OF"
"floodcu01","Gold Glove",1965,"NL",NA,"OF"
"mayswi01","Gold Glove",1965,"NL",NA,"OF"
"gibsobo01","Gold Glove",1965,"NL",NA,"P"
"cardele01","Gold Glove",1965,"NL",NA,"SS"
"mantlmi01","Hutch Award",1965,"ML",NA,NA
"lawve01","Lou Gehrig Memorial Award",1965,"ML",NA,NA
"versazo01","Most Valuable Player",1965,"AL",NA,NA
"mayswi01","Most Valuable Player",1965,"NL",NA,NA
"koufasa01","Pitching Triple Crown",1965,"NL",NA,NA
"blefacu01","Rookie of the Year",1965,"AL",NA,NA
"lefebji01","Rookie of the Year",1965,"NL",NA,NA
"whitffr01","TSN All-Star",1965,"AL",NA,"1B"
"richabo01","TSN All-Star",1965,"AL",NA,"2B"
"robinbr01","TSN All-Star",1965,"AL",NA,"3B"
"batteea01","TSN All-Star",1965,"AL",NA,"C"
"hallji02","TSN All-Star",1965,"AL",NA,"OF"
"olivato01","TSN All-Star",1965,"AL",NA,"OF"
"yastrca01","TSN All-Star",1965,"AL",NA,"OF"
"grantmu01","TSN All-Star",1965,"AL",NA,"P"
"stottme01","TSN All-Star",1965,"AL",NA,"P"
"versazo01","TSN All-Star",1965,"AL",NA,"SS"
"mccovwi01","TSN All-Star",1965,"NL",NA,"1B"
"rosepe01","TSN All-Star",1965,"NL",NA,"2B"
"johnsde01","TSN All-Star",1965,"NL",NA,"3B"
"torrejo01","TSN All-Star",1965,"NL",NA,"C"
"aaronha01","TSN All-Star",1965,"NL",NA,"OF"
"mayswi01","TSN All-Star",1965,"NL",NA,"OF"
"stargwi01","TSN All-Star",1965,"NL",NA,"OF"
"koufasa01","TSN All-Star",1965,"NL",NA,"P"
"maricju01","TSN All-Star",1965,"NL",NA,"P"
"willsma01","TSN All-Star",1965,"NL",NA,"SS"
"fisheed02","TSN Fireman of the Year",1965,"AL",NA,NA
"abernte02","TSN Fireman of the Year",1965,"NL",NA,NA
"koufasa01","TSN Major League Player of the Year",1965,"ML",NA,NA
"grantmu01","TSN Pitcher of the Year",1965,"AL",NA,NA
"koufasa01","TSN Pitcher of the Year",1965,"NL",NA,NA
"olivato01","TSN Player of the Year",1965,"AL",NA,NA
"mayswi01","TSN Player of the Year",1965,"NL",NA,NA
"koufasa01","World Series MVP",1965,"ML",NA,NA
"robinbr01","All-Star Game MVP",1966,"ML",NA,NA
"robinfr02","Babe Ruth Award",1966,"AL",NA,"OF"
"koufasa01","Cy Young Award",1966,"ML",NA,NA
"pepitjo01","Gold Glove",1966,"AL",NA,"1B"
"knoopbo01","Gold Glove",1966,"AL",NA,"2B"
"robinbr01","Gold Glove",1966,"AL",NA,"3B"
"freehbi01","Gold Glove",1966,"AL",NA,"C"
"ageeto01","Gold Glove",1966,"AL",NA,"OF"
"kalinal01","Gold Glove",1966,"AL",NA,"OF"
"olivato01","Gold Glove",1966,"AL",NA,"OF"
"kaatji01","Gold Glove",1966,"AL",NA,"P"
"aparilu01","Gold Glove",1966,"AL",NA,"SS"
"whitebi03","Gold Glove",1966,"NL",NA,"1B"
"mazerbi01","Gold Glove",1966,"NL",NA,"2B"
"santoro01","Gold Glove",1966,"NL",NA,"3B"
"rosebjo01","Gold Glove",1966,"NL",NA,"C"
"clemero01","Gold Glove",1966,"NL",NA,"OF"
"floodcu01","Gold Glove",1966,"NL",NA,"OF"
"mayswi01","Gold Glove",1966,"NL",NA,"OF"
"gibsobo01","Gold Glove",1966,"NL",NA,"P"
"alleyge01","Gold Glove",1966,"NL",NA,"SS"
"koufasa01","Hutch Award",1966,"ML",NA,NA
"robinbr01","Lou Gehrig Memorial Award",1966,"ML",NA,NA
"robinfr02","Most Valuable Player",1966,"AL",NA,NA
"clemero01","Most Valuable Player",1966,"NL",NA,NA
"koufasa01","Pitching Triple Crown",1966,"NL",NA,NA
"ageeto01","Rookie of the Year",1966,"AL",NA,NA
"helmsto01","Rookie of the Year",1966,"NL",NA,NA
"robinfr02","Triple Crown",1966,"AL",NA,NA
"powelbo01","TSN All-Star",1966,"AL",NA,"1B"
"richabo01","TSN All-Star",1966,"AL",NA,"2B"
"robinbr01","TSN All-Star",1966,"AL",NA,"3B"
"casanpa01","TSN All-Star",1966,"AL",NA,"C"
"kalinal01","TSN All-Star",1966,"AL",NA,"OF"
"olivato01","TSN All-Star",1966,"AL",NA,"OF"
"robinfr02","TSN All-Star",1966,"AL",NA,"OF"
"kaatji01","TSN All-Star",1966,"AL",NA,"P"
"wilsoea01","TSN All-Star",1966,"AL",NA,"P"
"aparilu01","TSN All-Star",1966,"AL",NA,"SS"
"aloufe01","TSN All-Star",1966,"NL",NA,"1B"
"rosepe01","TSN All-Star",1966,"NL",NA,"2B"
"santoro01","TSN All-Star",1966,"NL",NA,"3B"
"torrejo01","TSN All-Star",1966,"NL",NA,"C"
"clemero01","TSN All-Star",1966,"NL",NA,"OF"
"mayswi01","TSN All-Star",1966,"NL",NA,"OF"
"stargwi01","TSN All-Star",1966,"NL",NA,"OF"
"koufasa01","TSN All-Star",1966,"NL",NA,"P"
"maricju01","TSN All-Star",1966,"NL",NA,"P"
"alleyge01","TSN All-Star",1966,"NL",NA,"SS"
"akerja01","TSN Fireman of the Year",1966,"AL",NA,NA
"reganph01","TSN Fireman of the Year",1966,"NL",NA,NA
"robinfr02","TSN Major League Player of the Year",1966,"ML",NA,NA
"kaatji01","TSN Pitcher of the Year",1966,"AL",NA,NA
"koufasa01","TSN Pitcher of the Year",1966,"NL",NA,NA
"robinfr02","TSN Player of the Year",1966,"AL",NA,NA
"clemero01","TSN Player of the Year",1966,"NL",NA,NA
"robinfr02","World Series MVP",1966,"ML",NA,NA
"perezto01","All-Star Game MVP",1967,"ML",NA,NA
"brocklo01","Babe Ruth Award",1967,"NL",NA,"OF"
"lonboji01","Cy Young Award",1967,"AL",NA,NA
"mccormi03","Cy Young Award",1967,"NL",NA,NA
"scottge02","Gold Glove",1967,"AL",NA,"1B"
"knoopbo01","Gold Glove",1967,"AL",NA,"2B"
"robinbr01","Gold Glove",1967,"AL",NA,"3B"
"freehbi01","Gold Glove",1967,"AL",NA,"C"
"blairpa01","Gold Glove",1967,"AL",NA,"OF"
"kalinal01","Gold Glove",1967,"AL",NA,"OF"
"yastrca01","Gold Glove",1967,"AL",NA,"OF"
"kaatji01","Gold Glove",1967,"AL",NA,"P"
"fregoji01","Gold Glove",1967,"AL",NA,"SS"
"parkewe01","Gold Glove",1967,"NL",NA,"1B"
"mazerbi01","Gold Glove",1967,"NL",NA,"2B"
"santoro01","Gold Glove",1967,"NL",NA,"3B"
"hundlra01","Gold Glove",1967,"NL",NA,"C"
"clemero01","Gold Glove",1967,"NL",NA,"OF"
"floodcu01","Gold Glove",1967,"NL",NA,"OF"
"mayswi01","Gold Glove",1967,"NL",NA,"OF"
"gibsobo01","Gold Glove",1967,"NL",NA,"P"
"alleyge01","Gold Glove",1967,"NL",NA,"SS"
"yastrca01","Hutch Award",1967,"ML",NA,NA
"bankser01","Lou Gehrig Memorial Award",1967,"ML",NA,NA
"yastrca01","Most Valuable Player",1967,"AL",NA,NA
"cepedor01","Most Valuable Player",1967,"NL",NA,NA
"carewro01","Rookie of the Year",1967,"AL",NA,NA
"seaveto01","Rookie of the Year",1967,"NL",NA,NA
"yastrca01","Triple Crown",1967,"AL",NA,NA
"killeha01","TSN All-Star",1967,"AL",NA,"1B"
"carewro01","TSN All-Star",1967,"AL",NA,"2B"
"robinbr01","TSN All-Star",1967,"AL",NA,"3B"
"freehbi01","TSN All-Star",1967,"AL",NA,"C"
"kalinal01","TSN All-Star",1967,"AL",NA,"OF"
"robinfr02","TSN All-Star",1967,"AL",NA,"OF"
"yastrca01","TSN All-Star",1967,"AL",NA,"OF"
"lonboji01","TSN All-Star",1967,"AL",NA,"P"
"wilsoea01","TSN All-Star",1967,"AL",NA,"P"
"fregoji01","TSN All-Star",1967,"AL",NA,"SS"
"cepedor01","TSN All-Star",1967,"NL",NA,"1B"
"mazerbi01","TSN All-Star",1967,"NL",NA,"2B"
"santoro01","TSN All-Star",1967,"NL",NA,"3B"
"mccarti01","TSN All-Star",1967,"NL",NA,"C"
"aaronha01","TSN All-Star",1967,"NL",NA,"OF"
"clemero01","TSN All-Star",1967,"NL",NA,"OF"
"wynnji01","TSN All-Star",1967,"NL",NA,"OF"
"jenkife01","TSN All-Star",1967,"NL",NA,"P"
"mccormi03","TSN All-Star",1967,"NL",NA,"P"
"alleyge01","TSN All-Star",1967,"NL",NA,"SS"
"rojasmi01","TSN Fireman of the Year",1967,"AL",NA,NA
"abernte02","TSN Fireman of the Year",1967,"NL",NA,NA
"yastrca01","TSN Major League Player of the Year",1967,"ML",NA,NA
"lonboji01","TSN Pitcher of the Year",1967,"AL",NA,NA
"mccormi03","TSN Pitcher of the Year",1967,"NL",NA,NA
"yastrca01","TSN Player of the Year",1967,"AL",NA,NA
"cepedor01","TSN Player of the Year",1967,"NL",NA,NA
"gibsobo01","World Series MVP",1967,"ML",NA,NA
"mayswi01","All-Star Game MVP",1968,"ML",NA,NA
"lolicmi01","Babe Ruth Award",1968,"AL",NA,"P"
"mclaide01","Cy Young Award",1968,"AL",NA,NA
"gibsobo01","Cy Young Award",1968,"NL",NA,NA
"scottge02","Gold Glove",1968,"AL",NA,"1B"
"knoopbo01","Gold Glove",1968,"AL",NA,"2B"
"robinbr01","Gold Glove",1968,"AL",NA,"3B"
"freehbi01","Gold Glove",1968,"AL",NA,"C"
"smithre06","Gold Glove",1968,"AL",NA,"OF"
"stanlmi01","Gold Glove",1968,"AL",NA,"OF"
"yastrca01","Gold Glove",1968,"AL",NA,"OF"
"kaatji01","Gold Glove",1968,"AL",NA,"P"
"aparilu01","Gold Glove",1968,"AL",NA,"SS"
"parkewe01","Gold Glove",1968,"NL",NA,"1B"
"beckegl01","Gold Glove",1968,"NL",NA,"2B"
"santoro01","Gold Glove",1968,"NL",NA,"3B"
"benchjo01","Gold Glove",1968,"NL",NA,"C"
"clemero01","Gold Glove",1968,"NL",NA,"OF"
"floodcu01","Gold Glove",1968,"NL",NA,"OF"
"mayswi01","Gold Glove",1968,"NL",NA,"OF"
"gibsobo01","Gold Glove",1968,"NL",NA,"P"
"maxvida01","Gold Glove",1968,"NL",NA,"SS"
"rosepe01","Hutch Award",1968,"ML",NA,NA
"kalinal01","Lou Gehrig Memorial Award",1968,"ML",NA,NA
"mclaide01","Most Valuable Player",1968,"AL",NA,NA
"gibsobo01","Most Valuable Player",1968,"NL",NA,NA
"bahnsst01","Rookie of the Year",1968,"AL",NA,NA
"benchjo01","Rookie of the Year",1968,"NL",NA,NA
"powelbo01","TSN All-Star",1968,"AL",NA,"1B"
"carewro01","TSN All-Star",1968,"AL",NA,"2B"
"robinbr01","TSN All-Star",1968,"AL",NA,"3B"
"freehbi01","TSN All-Star",1968,"AL",NA,"C"
"harreke01","TSN All-Star",1968,"AL",NA,"OF"
"hortowi01","TSN All-Star",1968,"AL",NA,"OF"
"howarfr01","TSN All-Star",1968,"AL",NA,"OF"
"mclaide01","TSN All-Star",1968,"AL",NA,"P"
"mcnalda01","TSN All-Star",1968,"AL",NA,"P"
"aparilu01","TSN All-Star",1968,"AL",NA,"SS"
"mccovwi01","TSN All-Star",1968,"NL",NA,"1B"
"helmsto01","TSN All-Star",1968,"NL",NA,"2B"
"santoro01","TSN All-Star",1968,"NL",NA,"3B"
"benchjo01","TSN All-Star",1968,"NL",NA,"C"
"floodcu01","TSN All-Star",1968,"NL",NA,"OF"
"rosepe01","TSN All-Star",1968,"NL",NA,"OF"
"willibi01","TSN All-Star",1968,"NL",NA,"OF"
"gibsobo01","TSN All-Star",1968,"NL",NA,"P"
"maricju01","TSN All-Star",1968,"NL",NA,"P"
"kessido01","TSN All-Star",1968,"NL",NA,"SS"
"woodwi01","TSN Fireman of the Year",1968,"AL",NA,NA
"reganph01","TSN Fireman of the Year",1968,"NL",NA,NA
"mclaide01","TSN Major League Player of the Year",1968,"ML",NA,NA
"mclaide01","TSN Pitcher of the Year",1968,"AL",NA,NA
"gibsobo01","TSN Pitcher of the Year",1968,"NL",NA,NA
"harreke01","TSN Player of the Year",1968,"AL",NA,NA
"rosepe01","TSN Player of the Year",1968,"NL",NA,NA
"lolicmi01","World Series MVP",1968,"ML",NA,NA
"mccovwi01","All-Star Game MVP",1969,"ML",NA,NA
"weisal01","Babe Ruth Award",1969,"NL",NA,"SS"
"cuellmi01","Cy Young Award",1969,"AL","Y",NA
"mclaide01","Cy Young Award",1969,"AL","Y",NA
"seaveto01","Cy Young Award",1969,"NL",NA,NA
"pepitjo01","Gold Glove",1969,"AL",NA,"1B"
"johnsda02","Gold Glove",1969,"AL",NA,"2B"
"robinbr01","Gold Glove",1969,"AL",NA,"3B"
"freehbi01","Gold Glove",1969,"AL",NA,"C"
"blairpa01","Gold Glove",1969,"AL",NA,"OF"
"stanlmi01","Gold Glove",1969,"AL",NA,"OF"
"yastrca01","Gold Glove",1969,"AL",NA,"OF"
"kaatji01","Gold Glove",1969,"AL",NA,"P"
"belanma01","Gold Glove",1969,"AL",NA,"SS"
"parkewe01","Gold Glove",1969,"NL",NA,"1B"
"millafe01","Gold Glove",1969,"NL",NA,"2B"
"boyercl02","Gold Glove",1969,"NL",NA,"3B"
"benchjo01","Gold Glove",1969,"NL",NA,"C"
"clemero01","Gold Glove",1969,"NL",NA,"OF"
"floodcu01","Gold Glove",1969,"NL",NA,"OF"
"rosepe01","Gold Glove",1969,"NL",NA,"OF"
"gibsobo01","Gold Glove",1969,"NL",NA,"P"
"kessido01","Gold Glove",1969,"NL",NA,"SS"
"kalinal01","Hutch Award",1969,"ML",NA,NA
"rosepe01","Lou Gehrig Memorial Award",1969,"ML",NA,NA
"killeha01","Most Valuable Player",1969,"AL",NA,NA
"mccovwi01","Most Valuable Player",1969,"NL",NA,NA
"pinielo01","Rookie of the Year",1969,"AL",NA,NA
"sizemte01","Rookie of the Year",1969,"NL",NA,NA
"powelbo01","TSN All-Star",1969,"AL",NA,"1B"
"carewro01","TSN All-Star",1969,"AL",NA,"2B"
"killeha01","TSN All-Star",1969,"AL",NA,"3B"
"freehbi01","TSN All-Star",1969,"AL",NA,"C"
"cuellmi01","TSN All-Star",1969,"AL",NA,"LHP"
"blairpa01","TSN All-Star",1969,"AL",NA,"OF"
"howarfr01","TSN All-Star",1969,"AL",NA,"OF"
"jacksre01","TSN All-Star",1969,"AL",NA,"OF"
"mclaide01","TSN All-Star",1969,"AL",NA,"RHP"
"petrori01","TSN All-Star",1969,"AL",NA,"SS"
"mccovwi01","TSN All-Star",1969,"NL",NA,"1B"
"beckegl01","TSN All-Star",1969,"NL",NA,"2B"
"santoro01","TSN All-Star",1969,"NL",NA,"3B"
"benchjo01","TSN All-Star",1969,"NL",NA,"C"
"carltst01","TSN All-Star",1969,"NL",NA,"LHP"
"aaronha01","TSN All-Star",1969,"NL",NA,"OF"
"alouma01","TSN All-Star",1969,"NL",NA,"OF"
"jonescl01","TSN All-Star",1969,"NL",NA,"OF"
"seaveto01","TSN All-Star",1969,"NL",NA,"RHP"
"kessido01","TSN All-Star",1969,"NL",NA,"SS"
"perraro01","TSN Fireman of the Year",1969,"AL",NA,NA
"grangwa01","TSN Fireman of the Year",1969,"NL",NA,NA
"mccovwi01","TSN Major League Player of the Year",1969,"ML",NA,NA
"mclaide01","TSN Pitcher of the Year",1969,"AL",NA,NA
"seaveto01","TSN Pitcher of the Year",1969,"NL",NA,NA
"killeha01","TSN Player of the Year",1969,"AL",NA,NA
"mccovwi01","TSN Player of the Year",1969,"NL",NA,NA
"clenddo01","World Series MVP",1969,"ML",NA,NA
"yastrca01","All-Star Game MVP",1970,"ML",NA,NA
"robinbr01","Babe Ruth Award",1970,"AL",NA,"3B"
"perryji01","Cy Young Award",1970,"AL",NA,NA
"gibsobo01","Cy Young Award",1970,"NL",NA,NA
"spencji01","Gold Glove",1970,"AL",NA,"1B"
"johnsda02","Gold Glove",1970,"AL",NA,"2B"
"robinbr01","Gold Glove",1970,"AL",NA,"3B"
"fossera01","Gold Glove",1970,"AL",NA,"C"
"berryke01","Gold Glove",1970,"AL",NA,"OF"
"blairpa01","Gold Glove",1970,"AL",NA,"OF"
"stanlmi01","Gold Glove",1970,"AL",NA,"OF"
